|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
7;	1216;	1031122;	0.496980;	0.497158;	0;	2893;	2893;	2463
5;	1218;	1031195;	0.497047;	0.496198;	0;	3851;	3851;	2435
7;	1216;	1031279;	0.496980;	0.497629;	0;	2443;	2443;	2383
9;	1214;	1031175;	0.496912;	0.497397;	0;	2644;	2644;	2572
9;	1214;	1031475;	0.496912;	0.497376;	0;	2740;	2740;	2468
9;	1214;	1031405;	0.496912;	0.496515;	0;	3558;	3558;	2434
9;	1214;	1031165;	0.496912;	0.496753;	0;	3331;	3331;	2273
5;	1218;	1031197;	0.497047;	0.496868;	0;	3204;	3204;	2476
10;	1213;	1031187;	0.496878;	0.497649;	0;	2424;	2424;	2394
9;	1214;	1031321;	0.496912;	0.497123;	0;	2966;	2966;	2498
11;	1212;	1031140;	0.496843;	0.497023;	0;	3118;	3118;	2500
8;	1215;	1031353;	0.496946;	0.497293;	0;	2897;	2897;	2427
8;	1215;	1031283;	0.496946;	0.496408;	0;	3617;	3617;	2363
9;	1214;	1031204;	0.496912;	0.496446;	0;	3604;	3604;	2332
9;	1214;	1031454;	0.496912;	0.496879;	0;	3200;	3200;	2710
8;	1215;	1031448;	0.496946;	0.496504;	0;	3563;	3563;	2479
12;	1211;	1031216;	0.496808;	0.496919;	0;	3148;	3148;	2684
7;	1216;	1031125;	0.496980;	0.495717;	0;	4378;	4378;	2440
10;	1213;	1031406;	0.496878;	0.497582;	0;	2659;	2659;	2483
9;	1214;	1031230;	0.496912;	0.497258;	0;	2945;	2945;	2413
6;	1217;	1031118;	0.497014;	0.496687;	0;	3534;	3534;	2556
12;	1211;	1031439;	0.496808;	0.496877;	0;	3226;	3226;	2454
5;	1218;	1031312;	0.497047;	0.496638;	0;	3543;	3543;	2709
10;	1213;	1031461;	0.496878;	0.496853;	0;	3230;	3230;	2718
8;	1215;	1031286;	0.496946;	0.497152;	0;	3006;	3006;	2650
11;	1212;	1031156;	0.496843;	0.496502;	0;	3691;	3691;	2593
10;	1213;	1031469;	0.496878;	0.496215;	0;	3897;	3897;	2489
9;	1214;	1031160;	0.496912;	0.497953;	19;	2118;	2402;	2378
9;	1214;	1031450;	0.496912;	0.496747;	0;	3406;	3406;	2506
8;	1215;	1031054;	0.496946;	0.496484;	0;	3722;	3722;	2354
8;	1215;	1031224;	0.496946;	0.496969;	0;	3113;	3113;	2419
5;	1218;	1031293;	0.497047;	0.496670;	0;	3390;	3390;	2282
5;	1218;	1031141;	0.497047;	0.496623;	0;	3437;	3437;	2407
8;	1215;	1031109;	0.496946;	0.497850;	9;	2163;	2587;	2497
8;	1215;	1031323;	0.496946;	0.497239;	0;	2893;	2893;	2307
10;	1213;	1031320;	0.496878;	0.496743;	0;	3383;	3383;	2403
9;	1214;	1031210;	0.496912;	0.497099;	0;	2956;	2956;	2494
11;	1212;	1031217;	0.496843;	0.497024;	0;	3066;	3066;	2472
3;	1220;	1031371;	0.497113;	0.497074;	0;	2965;	2965;	2455
6;	1217;	1031211;	0.497014;	0.496488;	0;	3734;	3734;	2392
8;	1215;	1031267;	0.496946;	0.496212;	0;	3811;	3811;	2519
10;	1213;	1031156;	0.496878;	0.496977;	0;	3074;	3074;	2542
9;	1214;	1031337;	0.496912;	0.496950;	0;	3144;	3144;	2450
7;	1216;	1031293;	0.496980;	0.496870;	0;	3277;	3277;	2671
9;	1214;	1031340;	0.496912;	0.497409;	0;	2681;	2681;	2413
10;	1213;	1031191;	0.496878;	0.496939;	0;	3209;	3209;	2507
6;	1217;	1031066;	0.497014;	0.496014;	0;	4238;	4238;	2450
10;	1213;	1031182;	0.496878;	0.496931;	0;	3131;	3131;	2347
8;	1215;	1031204;	0.496946;	0.497801;	10;	2191;	2481;	2391
13;	1210;	1031207;	0.496773;	0.496926;	0;	3191;	3191;	2519
8;	1215;	1031251;	0.496946;	0.497472;	2;	2565;	2699;	2609
7;	1216;	1031147;	0.496980;	0.497167;	0;	2847;	2847;	2481
9;	1214;	1031247;	0.496912;	0.497446;	0;	2605;	2605;	2365
9;	1214;	1031244;	0.496912;	0.496628;	0;	3367;	3367;	2529
10;	1213;	1031256;	0.496878;	0.496074;	0;	4134;	4134;	2618
5;	1218;	1031295;	0.497047;	0.497585;	0;	2479;	2479;	2401
7;	1216;	1030999;	0.496980;	0.497211;	0;	2888;	2888;	2618
7;	1216;	1031142;	0.496980;	0.496898;	0;	3156;	3156;	2472
6;	1217;	1031434;	0.497014;	0.496378;	0;	3702;	3702;	2578
9;	1214;	1031241;	0.496912;	0.497473;	0;	2650;	2650;	2596
8;	1215;	1031360;	0.496946;	0.497139;	0;	2995;	2995;	2405
5;	1218;	1031433;	0.497047;	0.497520;	0;	2630;	2630;	2388
7;	1216;	1031232;	0.496980;	0.497758;	3;	2338;	2528;	2438
5;	1218;	1031329;	0.497047;	0.496906;	0;	3149;	3149;	2705
7;	1216;	1031362;	0.496980;	0.496600;	0;	3549;	3549;	2515
9;	1214;	1031097;	0.496912;	0.496569;	0;	3617;	3617;	2529
8;	1215;	1031125;	0.496946;	0.496981;	0;	3107;	3107;	2497
8;	1215;	1031231;	0.496946;	0.496784;	0;	3323;	3323;	2455
9;	1214;	1031388;	0.496912;	0.497139;	0;	2962;	2962;	2302
9;	1214;	1031423;	0.496912;	0.496324;	0;	3904;	3904;	2490
12;	1211;	1031155;	0.496808;	0.496784;	0;	3267;	3267;	2655
8;	1215;	1031345;	0.496946;	0.497478;	0;	2569;	2569;	2433
5;	1218;	1031106;	0.497047;	0.497185;	0;	2982;	2982;	2392
13;	1210;	1031072;	0.496773;	0.496708;	0;	3446;	3446;	2602
9;	1214;	1031327;	0.496912;	0.496212;	0;	3882;	3882;	2528
6;	1217;	1031275;	0.497014;	0.497401;	0;	2730;	2730;	2324
7;	1216;	1031073;	0.496980;	0.497579;	1;	2551;	2683;	2551
8;	1215;	1031020;	0.496946;	0.496430;	0;	3571;	3571;	2399
7;	1216;	1031189;	0.496980;	0.497268;	0;	2840;	2840;	2540
9;	1214;	1031108;	0.496912;	0.496775;	0;	3319;	3319;	2565
5;	1218;	1031273;	0.497047;	0.496957;	0;	3004;	3004;	2492
6;	1217;	1031327;	0.497014;	0.498228;	297;	1775;	2375;	2323
8;	1215;	1030977;	0.496946;	0.496811;	0;	3257;	3257;	2435
5;	1218;	1031102;	0.497047;	0.496797;	0;	3364;	3364;	2564
6;	1217;	1031122;	0.497014;	0.497538;	1;	2516;	2544;	2516
8;	1215;	1031225;	0.496946;	0.496605;	0;	3555;	3555;	2605
9;	1214;	1031153;	0.496912;	0.496359;	0;	3790;	3790;	3066
7;	1216;	1031174;	0.496980;	0.496663;	0;	3461;	3461;	2471
6;	1217;	1031301;	0.497014;	0.496208;	0;	3884;	3884;	2326
9;	1214;	1031241;	0.496912;	0.497384;	0;	2584;	2584;	2428
7;	1216;	1031448;	0.496980;	0.496510;	0;	3507;	3507;	2773
10;	1213;	1031267;	0.496878;	0.497225;	0;	2896;	2896;	2516
5;	1218;	1031026;	0.497047;	0.497776;	4;	2268;	2460;	2298
4;	1219;	1031311;	0.497080;	0.497650;	2;	2416;	2520;	2490
9;	1214;	1031232;	0.496912;	0.496532;	0;	3490;	3490;	2480
10;	1213;	1031447;	0.496878;	0.497639;	2;	2384;	2416;	2400
7;	1216;	1031168;	0.496980;	0.497354;	0;	2751;	2751;	2623
10;	1213;	1031227;	0.496878;	0.496549;	0;	3589;	3589;	2421
6;	1217;	1031169;	0.497014;	0.497200;	0;	2879;	2879;	2519
7;	1216;	1031337;	0.496980;	0.497043;	0;	3047;	3047;	2577
11;	1212;	1031074;	0.496843;	0.497412;	0;	2712;	2712;	2428
6;	1217;	1031438;	0.497014;	0.496493;	0;	3620;	3620;	2456
8;	1215;	1031271;	0.496946;	0.497066;	0;	2982;	2982;	2668
12;	1211;	1031333;	0.496808;	0.497270;	0;	2856;	2856;	2528
12;	1211;	1031101;	0.496808;	0.497044;	0;	2974;	2974;	2384
10;	1213;	1031264;	0.496878;	0.496547;	0;	3436;	3436;	2362
9;	1214;	1031257;	0.496912;	0.496789;	0;	3295;	3295;	2385
10;	1213;	1031327;	0.496878;	0.496459;	0;	3696;	3696;	2592
4;	1219;	1031327;	0.497080;	0.497710;	0;	2417;	2417;	2269
7;	1216;	1031277;	0.496980;	0.497475;	0;	2616;	2616;	2550
6;	1217;	1031452;	0.497014;	0.497443;	0;	2589;	2589;	2467
9;	1214;	1031237;	0.496912;	0.497653;	0;	2573;	2573;	2371
9;	1214;	1031396;	0.496912;	0.497086;	0;	3073;	3073;	2471
8;	1215;	1031016;	0.496946;	0.497083;	0;	3082;	3082;	2536
10;	1213;	1031432;	0.496878;	0.497339;	0;	2801;	2801;	2437
4;	1219;	1031121;	0.497080;	0.497557;	2;	2446;	2868;	2858
4;	1219;	1031433;	0.497080;	0.497189;	0;	2828;	2828;	2556
6;	1217;	1031322;	0.497014;	0.496350;	0;	3769;	3769;	2491
7;	1216;	1031124;	0.496980;	0.496746;	0;	3281;	3281;	2517
9;	1214;	1031170;	0.496912;	0.496902;	0;	3244;	3244;	2396
9;	1214;	1031331;	0.496912;	0.496684;	0;	3432;	3432;	2346
6;	1217;	1031332;	0.497014;	0.496626;	0;	3459;	3459;	2559
7;	1216;	1031358;	0.496980;	0.496835;	0;	3225;	3225;	2399
8;	1215;	1031169;	0.496946;	0.496487;	0;	3721;	3721;	2477
8;	1215;	1031152;	0.496946;	0.497423;	1;	2649;	2727;	2649
10;	1213;	1031063;	0.496878;	0.496269;	0;	3914;	3914;	2360
9;	1214;	1031337;	0.496912;	0.496074;	0;	4098;	4098;	2322
8;	1215;	1031141;	0.496946;	0.497428;	0;	2697;	2697;	2527
7;	1216;	1031395;	0.496980;	0.496406;	0;	3636;	3636;	2604
10;	1213;	1031309;	0.496878;	0.496698;	0;	3394;	3394;	2496
8;	1215;	1031404;	0.496946;	0.495842;	0;	4308;	4308;	2412
9;	1214;	1031170;	0.496912;	0.496286;	0;	3834;	3834;	2472
9;	1214;	1031379;	0.496912;	0.497331;	0;	2721;	2721;	2367
7;	1216;	1031470;	0.496980;	0.496610;	0;	3526;	3526;	2496
9;	1214;	1031309;	0.496912;	0.496398;	0;	3746;	3746;	2432
7;	1216;	1031058;	0.496980;	0.497054;	0;	2947;	2947;	2627
9;	1214;	1031231;	0.496912;	0.496954;	0;	3126;	3126;	2274
10;	1213;	1031282;	0.496878;	0.495974;	0;	4218;	4218;	2568
13;	1210;	1030998;	0.496773;	0.496438;	0;	3677;	3677;	2321
11;	1212;	1031248;	0.496843;	0.497312;	0;	2883;	2883;	2419
4;	1219;	1031209;	0.497080;	0.498157;	56;	1991;	2403;	2343
6;	1217;	1031396;	0.497014;	0.497040;	0;	2995;	2995;	2621
8;	1215;	1031264;	0.496946;	0.497821;	3;	2273;	2499;	2305
11;	1212;	1031432;	0.496843;	0.496493;	0;	3675;	3675;	2445
8;	1215;	1031226;	0.496946;	0.497479;	1;	2642;	2668;	2642
8;	1215;	1031387;	0.496946;	0.497229;	0;	2921;	2921;	2677
8;	1215;	1031088;	0.496946;	0.497780;	6;	2282;	2438;	2414
7;	1216;	1031247;	0.496980;	0.496951;	0;	3224;	3224;	2630
9;	1214;	1031188;	0.496912;	0.497197;	0;	2800;	2800;	2304
9;	1214;	1031126;	0.496912;	0.496587;	0;	3411;	3411;	2379
8;	1215;	1031418;	0.496946;	0.496426;	0;	3725;	3725;	2421
7;	1216;	1031362;	0.496980;	0.496769;	0;	3280;	3280;	2404
8;	1215;	1031088;	0.496946;	0.495873;	0;	4283;	4283;	2569
10;	1213;	1031174;	0.496878;	0.497173;	0;	3000;	3000;	2400
6;	1217;	1031215;	0.497014;	0.495767;	0;	4395;	4395;	2541
9;	1214;	1031322;	0.496912;	0.496312;	0;	3847;	3847;	2507
8;	1215;	1031273;	0.496946;	0.496157;	0;	3923;	3923;	2521
8;	1215;	1031151;	0.496946;	0.495644;	0;	4447;	4447;	2581
10;	1213;	1031417;	0.496878;	0.495737;	0;	4490;	4490;	2642
7;	1216;	1031177;	0.496980;	0.496047;	0;	4071;	4071;	2333
10;	1213;	1031110;	0.496878;	0.497378;	0;	2612;	2612;	2396
7;	1216;	1031155;	0.496980;	0.496433;	0;	3724;	3724;	2366
11;	1212;	1031378;	0.496843;	0.496534;	0;	3597;	3597;	2417
8;	1215;	1031128;	0.496946;	0.496354;	0;	3848;	3848;	2546
8;	1215;	1031153;	0.496946;	0.497215;	0;	2943;	2943;	2431
9;	1214;	1031246;	0.496912;	0.496651;	0;	3408;	3408;	2418
5;	1218;	1031390;	0.497047;	0.497661;	7;	2313;	2783;	2529
11;	1212;	1031098;	0.496843;	0.496905;	0;	3067;	3067;	2393
8;	1215;	1031266;	0.496946;	0.497499;	1;	2538;	2588;	2538
10;	1213;	1031552;	0.496878;	0.497317;	0;	2805;	2805;	2279
7;	1216;	1031273;	0.496980;	0.497159;	0;	3027;	3027;	2429
5;	1218;	1031429;	0.497047;	0.497368;	1;	2642;	2796;	2642
8;	1215;	1031553;	0.496946;	0.496938;	0;	3273;	3273;	2581
10;	1213;	1031525;	0.496878;	0.496316;	0;	3745;	3745;	2411
