|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
8;	34;	21748;	0.473693;	0.465284;	0;	713;	713;	519
4;	38;	21584;	0.483625;	0.487074;	1040;	295;	489;	487
6;	36;	21648;	0.479139;	0.479444;	4;	437;	523;	497
2;	40;	21813;	0.487291;	0.485811;	567;	318;	466;	448
5;	37;	21810;	0.481493;	0.480238;	5;	447;	485;	473
6;	36;	21648;	0.479139;	0.482539;	83;	374;	502;	486
4;	38;	21585;	0.483625;	0.479963;	78;	378;	472;	468
0;	42;	21819;	0.490257;	0.489619;	524287;	-10683;	493;	467
5;	37;	21756;	0.481493;	0.475271;	0;	511;	511;	497
7;	35;	21577;	0.476545;	0.478611;	20;	413;	481;	477
3;	39;	21612;	0.485553;	0.482463;	49;	396;	474;	466
6;	36;	21576;	0.479139;	0.477104;	5;	428;	474;	450
4;	38;	21668;	0.483625;	0.488693;	30945;	161;	481;	477
2;	40;	21962;	0.487291;	0.486477;	2879;	265;	557;	513
3;	39;	21638;	0.485553;	0.484795;	3023;	261;	463;	439
3;	39;	21780;	0.485553;	0.489256;	15357;	195;	541;	475
3;	39;	21670;	0.485553;	0.487033;	333;	333;	553;	463
3;	39;	21325;	0.485553;	0.482157;	45;	387;	511;	511
4;	38;	21838;	0.483625;	0.479440;	143;	357;	505;	459
5;	37;	21564;	0.481493;	0.476442;	0;	491;	491;	455
4;	38;	21424;	0.483625;	0.484130;	705;	305;	471;	439
3;	39;	21714;	0.485553;	0.489131;	631;	313;	499;	457
1;	41;	21816;	0.488854;	0.490420;	19366;	184;	486;	468
4;	38;	21857;	0.483625;	0.485062;	17;	414;	482;	470
2;	40;	21636;	0.487291;	0.493160;	81948;	104;	470;	446
4;	38;	21738;	0.483625;	0.480035;	30;	397;	461;	443
5;	37;	21629;	0.481493;	0.477461;	0;	561;	561;	485
4;	38;	21832;	0.483625;	0.485388;	53;	378;	458;	452
6;	36;	21614;	0.479139;	0.483668;	192;	348;	498;	478
4;	38;	21928;	0.483625;	0.480618;	2;	467;	517;	497
2;	40;	21601;	0.487291;	0.482385;	6;	437;	507;	471
3;	39;	21660;	0.485553;	0.487165;	8469;	221;	473;	461
6;	36;	21705;	0.479139;	0.480442;	21;	419;	529;	463
2;	40;	21573;	0.487291;	0.476197;	0;	615;	615;	547
6;	36;	21829;	0.479139;	0.474369;	1;	482;	516;	482
2;	40;	21598;	0.487291;	0.489351;	503;	317;	485;	479
4;	38;	21509;	0.483625;	0.487377;	238;	340;	506;	496
2;	40;	21797;	0.487291;	0.480341;	41;	398;	544;	480
5;	37;	21693;	0.481493;	0.480478;	4;	446;	492;	488
5;	37;	21550;	0.481493;	0.481160;	11;	427;	465;	463
2;	40;	21638;	0.487291;	0.492190;	19648;	183;	473;	453
3;	39;	21689;	0.485553;	0.485776;	575;	316;	536;	470
2;	40;	21767;	0.487291;	0.489411;	939;	302;	478;	452
7;	35;	21419;	0.476545;	0.480275;	2;	459;	527;	465
2;	40;	21647;	0.487291;	0.483808;	2214;	270;	478;	462
7;	35;	21767;	0.476545;	0.476685;	0;	558;	558;	500
1;	41;	21892;	0.488854;	0.489585;	122582;	75;	461;	447
4;	38;	21751;	0.483625;	0.476668;	0;	557;	557;	483
2;	40;	21572;	0.487291;	0.484285;	516;	319;	499;	457
3;	39;	21920;	0.485553;	0.490785;	58849;	126;	484;	470
1;	41;	21768;	0.488854;	0.490766;	6708;	230;	530;	448
3;	39;	21767;	0.485553;	0.491800;	10367;	213;	475;	467
8;	34;	21698;	0.473693;	0.473131;	0;	572;	572;	476
4;	38;	21946;	0.483625;	0.487515;	2126;	277;	467;	431
4;	38;	21632;	0.483625;	0.485346;	1088;	296;	486;	474
5;	37;	21775;	0.481493;	0.480918;	0;	474;	474;	470
5;	37;	21738;	0.481493;	0.483577;	8;	450;	494;	494
2;	40;	21547;	0.487291;	0.486100;	3015;	259;	499;	483
4;	38;	21779;	0.483625;	0.485008;	31;	392;	484;	474
6;	36;	21613;	0.479139;	0.477167;	0;	548;	548;	478
4;	38;	21672;	0.483625;	0.484958;	23;	408;	488;	464
4;	38;	21739;	0.483625;	0.477759;	0;	474;	474;	446
4;	38;	21926;	0.483625;	0.483900;	44;	390;	502;	484
2;	40;	21344;	0.487291;	0.488802;	144014;	62;	480;	458
6;	36;	21539;	0.479139;	0.480988;	4;	437;	483;	481
5;	37;	21505;	0.481493;	0.482585;	294;	338;	466;	462
6;	36;	21389;	0.479139;	0.478003;	0;	564;	564;	454
1;	41;	21535;	0.488854;	0.495194;	181663;	40;	502;	494
4;	38;	21528;	0.483625;	0.479515;	3;	448;	490;	474
8;	34;	21803;	0.473693;	0.474751;	0;	633;	633;	491
7;	35;	21329;	0.476545;	0.475222;	8;	432;	526;	472
2;	40;	21632;	0.487291;	0.482896;	0;	499;	499;	447
1;	41;	21859;	0.488854;	0.489821;	48894;	136;	500;	462
6;	36;	21998;	0.479139;	0.476089;	43;	383;	479;	465
4;	38;	21570;	0.483625;	0.475753;	0;	546;	546;	480
3;	39;	21724;	0.485553;	0.486375;	7;	446;	488;	480
7;	35;	21682;	0.476545;	0.475325;	5;	437;	485;	485
3;	39;	21852;	0.485553;	0.486317;	3284;	259;	467;	461
3;	39;	21684;	0.485553;	0.485473;	7625;	224;	524;	504
3;	39;	21769;	0.485553;	0.481189;	6;	441;	495;	483
5;	37;	21893;	0.481493;	0.485041;	155;	360;	504;	492
4;	38;	21817;	0.483625;	0.480909;	1;	465;	513;	465
4;	38;	21771;	0.483625;	0.486427;	1484;	288;	490;	474
2;	40;	21661;	0.487291;	0.490236;	1186;	290;	512;	490
2;	40;	21614;	0.487291;	0.485843;	1572;	285;	483;	475
3;	39;	21835;	0.485553;	0.487703;	4526;	247;	455;	447
1;	41;	21532;	0.488854;	0.489504;	17141;	189;	495;	467
6;	36;	21713;	0.479139;	0.479621;	3;	479;	507;	483
3;	39;	21484;	0.485553;	0.495904;	18917;	185;	495;	481
4;	38;	21841;	0.483625;	0.481114;	5;	453;	523;	503
5;	37;	21772;	0.481493;	0.472442;	0;	697;	697;	497
3;	39;	21797;	0.485553;	0.482589;	15;	410;	474;	470
2;	40;	21681;	0.487291;	0.481020;	60;	379;	475;	461
5;	37;	21573;	0.481493;	0.480045;	4;	432;	438;	436
2;	40;	21629;	0.487291;	0.487771;	377;	331;	533;	465
6;	36;	21502;	0.479139;	0.480141;	12;	412;	488;	452
4;	38;	21528;	0.483625;	0.482627;	95;	368;	482;	472
3;	39;	21569;	0.485553;	0.481942;	3;	478;	508;	508
7;	35;	21789;	0.476545;	0.474689;	0;	583;	583;	485
5;	37;	21725;	0.481493;	0.483959;	1063;	296;	490;	486
6;	36;	21719;	0.479139;	0.473042;	0;	622;	622;	508
1;	41;	21818;	0.488854;	0.489687;	3228;	257;	459;	457
5;	37;	21785;	0.481493;	0.482809;	7156;	228;	478;	460
4;	38;	21445;	0.483625;	0.479086;	2;	458;	498;	462
6;	36;	21585;	0.479139;	0.485152;	2754;	262;	520;	448
6;	36;	21743;	0.479139;	0.483696;	524;	321;	455;	451
4;	38;	21868;	0.483625;	0.481846;	1275;	292;	502;	466
4;	38;	21588;	0.483625;	0.479711;	0;	497;	497;	489
0;	42;	21564;	0.490257;	0.485346;	524287;	-10466;	510;	486
5;	37;	21855;	0.481493;	0.477374;	26;	403;	473;	467
3;	39;	21810;	0.485553;	0.481981;	1;	467;	557;	467
2;	40;	21763;	0.487291;	0.481873;	70;	376;	524;	484
4;	38;	21638;	0.483625;	0.487799;	18837;	186;	464;	462
5;	37;	21572;	0.481493;	0.482524;	28;	392;	478;	478
2;	40;	21676;	0.487291;	0.490727;	4790;	245;	469;	467
5;	37;	21885;	0.481493;	0.480466;	1;	498;	498;	498
2;	40;	21872;	0.487291;	0.482855;	29;	400;	472;	470
1;	41;	21459;	0.488854;	0.490470;	20831;	181;	473;	469
4;	38;	21787;	0.483625;	0.481985;	296;	340;	480;	470
7;	35;	21646;	0.476545;	0.478749;	709;	311;	481;	473
4;	38;	21697;	0.483625;	0.477624;	22;	409;	469;	457
10;	32;	21604;	0.467133;	0.464266;	0;	766;	766;	464
2;	40;	21897;	0.487291;	0.486779;	4;	440;	490;	470
4;	38;	21309;	0.483625;	0.486180;	1104;	292;	468;	462
7;	35;	21806;	0.476545;	0.471843;	0;	598;	598;	494
6;	36;	21726;	0.479139;	0.474178;	0;	603;	603;	487
4;	38;	21550;	0.483625;	0.482738;	0;	505;	505;	483
2;	40;	21618;	0.487291;	0.488574;	4117;	250;	498;	494
2;	40;	21562;	0.487291;	0.488730;	57963;	126;	496;	476
4;	38;	21689;	0.483625;	0.478999;	4;	450;	474;	468
5;	37;	21733;	0.481493;	0.482952;	238;	345;	467;	461
2;	40;	21668;	0.487291;	0.486570;	23;	407;	509;	481
3;	39;	21616;	0.485553;	0.484687;	528;	315;	475;	445
7;	35;	21593;	0.476545;	0.478813;	8;	445;	561;	489
5;	37;	21681;	0.481493;	0.477284;	15;	422;	510;	456
4;	38;	21731;	0.483625;	0.490451;	5454;	238;	536;	470
5;	37;	21837;	0.481493;	0.484728;	1819;	280;	480;	466
5;	37;	21466;	0.481493;	0.484161;	2078;	272;	506;	470
5;	37;	21602;	0.481493;	0.477271;	1;	484;	526;	484
4;	38;	21710;	0.483625;	0.485721;	3;	500;	512;	508
4;	38;	21792;	0.483625;	0.488895;	2368;	272;	494;	480
3;	39;	21735;	0.485553;	0.485576;	701;	310;	494;	472
3;	39;	21579;	0.485553;	0.486074;	76;	379;	515;	499
4;	38;	21594;	0.483625;	0.484348;	70;	384;	460;	458
7;	35;	21264;	0.476545;	0.475922;	8;	434;	508;	480
3;	39;	21557;	0.485553;	0.482627;	26;	398;	524;	508
6;	36;	21858;	0.479139;	0.481563;	1;	461;	471;	461
4;	38;	21753;	0.483625;	0.486002;	304;	340;	494;	470
6;	36;	21600;	0.479139;	0.476019;	2;	477;	547;	483
3;	39;	21681;	0.485553;	0.485909;	1149;	291;	475;	465
4;	38;	21516;	0.483625;	0.483733;	58;	378;	498;	488
3;	39;	21706;	0.485553;	0.489957;	35200;	154;	460;	458
3;	39;	21949;	0.485553;	0.483894;	1282;	293;	537;	525
3;	39;	21913;	0.485553;	0.482499;	846;	304;	478;	468
5;	37;	21885;	0.481493;	0.476399;	0;	706;	706;	506
3;	39;	21816;	0.485553;	0.484186;	1354;	289;	509;	453
4;	38;	21546;	0.483625;	0.484220;	2071;	272;	472;	456
5;	37;	21674;	0.481493;	0.480853;	875;	303;	495;	459
3;	39;	21795;	0.485553;	0.487910;	2647;	263;	507;	491
4;	38;	21541;	0.483625;	0.486978;	11149;	208;	480;	478
5;	37;	21743;	0.481493;	0.478683;	13;	407;	495;	479
4;	38;	21536;	0.483625;	0.479151;	0;	568;	568;	488
5;	37;	21598;	0.481493;	0.486017;	10029;	214;	480;	464
2;	40;	21549;	0.487291;	0.483085;	283;	337;	471;	455
4;	38;	21644;	0.483625;	0.486740;	2855;	261;	541;	515
4;	38;	21778;	0.483625;	0.486592;	38130;	150;	468;	454
8;	34;	21507;	0.473693;	0.472032;	0;	649;	649;	467
4;	38;	21510;	0.483625;	0.482101;	21;	418;	526;	486
4;	38;	21571;	0.483625;	0.481758;	0;	533;	533;	459
4;	38;	21641;	0.483625;	0.484312;	115;	357;	485;	467
2;	40;	21573;	0.487291;	0.489037;	19108;	183;	459;	453
3;	39;	22026;	0.485553;	0.483746;	303;	337;	489;	475
4;	38;	21514;	0.483625;	0.482988;	10154;	212;	484;	480
4;	38;	21685;	0.483625;	0.481300;	117;	365;	445;	443
4;	38;	21515;	0.483625;	0.478224;	1;	462;	478;	462
4;	38;	21727;	0.483625;	0.483500;	67;	378;	486;	482
7;	35;	21517;	0.476545;	0.477994;	31;	402;	476;	460
6;	36;	21747;	0.479139;	0.480342;	0;	592;	592;	508
3;	39;	21706;	0.485553;	0.487054;	1092;	294;	472;	440
4;	38;	21708;	0.483625;	0.482080;	259;	336;	482;	470
4;	38;	21526;	0.483625;	0.482719;	20;	407;	471;	463
6;	36;	21740;	0.479139;	0.480359;	69;	381;	481;	453
4;	38;	21587;	0.483625;	0.485153;	5036;	241;	491;	481
2;	40;	21553;	0.487291;	0.484712;	4130;	249;	463;	457
5;	37;	21600;	0.481493;	0.484491;	558;	317;	465;	443
1;	41;	21746;	0.488854;	0.484089;	98;	368;	478;	472
5;	37;	21870;	0.481493;	0.480018;	1;	513;	533;	513
1;	41;	21744;	0.488854;	0.484823;	2;	453;	517;	455
3;	39;	21698;	0.485553;	0.488063;	2186;	274;	444;	434
3;	39;	21668;	0.485553;	0.479694;	2;	452;	460;	454
4;	38;	21685;	0.483625;	0.486788;	309;	335;	459;	441
5;	37;	21469;	0.481493;	0.473613;	0;	588;	588;	490
4;	38;	22035;	0.483625;	0.483231;	2;	481;	549;	499
2;	40;	21765;	0.487291;	0.486377;	762;	310;	472;	448
3;	39;	21681;	0.485553;	0.482127;	0;	501;	501;	499
2;	40;	21651;	0.487291;	0.484458;	419;	323;	477;	463
2;	40;	21634;	0.487291;	0.480956;	226;	346;	534;	512
5;	37;	21797;	0.481493;	0.481626;	0;	464;	464;	464
4;	38;	21629;	0.483625;	0.484072;	163;	356;	462;	454
7;	35;	21554;	0.476545;	0.472812;	0;	519;	519;	479
6;	36;	21953;	0.479139;	0.478021;	0;	511;	511;	507
4;	38;	21792;	0.483625;	0.483985;	657;	314;	514;	452
3;	39;	21490;	0.485553;	0.489018;	11403;	206;	458;	438
5;	37;	21640;	0.481493;	0.473013;	0;	530;	530;	502
1;	41;	21872;	0.488854;	0.488387;	3641;	256;	500;	458
7;	35;	21652;	0.476545;	0.477000;	1;	497;	509;	497
7;	35;	21926;	0.476545;	0.479887;	0;	541;	541;	519
4;	38;	21960;	0.483625;	0.479463;	3;	454;	510;	496
4;	38;	21844;	0.483625;	0.481871;	1;	500;	518;	500
3;	39;	21756;	0.485553;	0.484234;	247;	346;	528;	522
3;	39;	21840;	0.485553;	0.489927;	4035;	250;	546;	516
1;	41;	22017;	0.488854;	0.489576;	5591;	240;	482;	470
3;	39;	21547;	0.485553;	0.490602;	1517;	283;	503;	487
6;	36;	21815;	0.479139;	0.486683;	1134;	295;	515;	493
5;	37;	21882;	0.481493;	0.479298;	0;	502;	502;	462
5;	37;	21926;	0.481493;	0.480115;	7;	446;	532;	472
6;	36;	21634;	0.479139;	0.474577;	1;	492;	510;	492
3;	39;	21986;	0.485553;	0.481625;	0;	511;	511;	497
6;	36;	22032;	0.479139;	0.479530;	0;	518;	518;	492
5;	37;	21675;	0.481493;	0.475248;	0;	619;	619;	489
5;	37;	21824;	0.481493;	0.483917;	71;	374;	488;	480
5;	37;	21829;	0.481493;	0.483485;	3;	486;	496;	494
4;	38;	21727;	0.483625;	0.482671;	353;	329;	449;	449
3;	39;	21724;	0.485553;	0.489321;	881;	303;	479;	473
7;	35;	21680;	0.476545;	0.474631;	5;	435;	515;	465
6;	36;	21816;	0.479139;	0.482490;	18;	420;	478;	478
4;	38;	21576;	0.483625;	0.486745;	109;	363;	511;	485
5;	37;	21900;	0.481493;	0.481187;	8;	425;	519;	489
4;	38;	21628;	0.483625;	0.481644;	4;	463;	505;	477
6;	36;	21782;	0.479139;	0.475806;	0;	573;	573;	481
4;	38;	21793;	0.483625;	0.481439;	1;	480;	494;	480
3;	39;	21822;	0.485553;	0.487994;	6;	430;	480;	468
8;	34;	21481;	0.473693;	0.469717;	0;	720;	720;	466
2;	40;	21714;	0.487291;	0.490283;	1732;	280;	516;	484
3;	39;	21675;	0.485553;	0.491488;	56815;	128;	448;	448
1;	41;	21778;	0.488854;	0.484709;	133;	361;	495;	463
5;	37;	21540;	0.481493;	0.480455;	32;	393;	473;	455
2;	40;	21878;	0.487291;	0.491498;	76260;	109;	479;	463
6;	36;	21622;	0.479139;	0.482102;	103;	366;	508;	474
4;	38;	21878;	0.483625;	0.487887;	4093;	251;	493;	487
2;	40;	21612;	0.487291;	0.483759;	10;	420;	492;	466
3;	39;	21691;	0.485553;	0.491079;	940;	302;	474;	468
5;	37;	21757;	0.481493;	0.487705;	27769;	168;	492;	458
2;	40;	21560;	0.487291;	0.490584;	22747;	175;	535;	495
1;	41;	21518;	0.488854;	0.488242;	2815;	263;	487;	481
8;	34;	21875;	0.473693;	0.476571;	0;	526;	526;	496
5;	37;	21878;	0.481493;	0.481305;	16;	435;	557;	509
5;	37;	21785;	0.481493;	0.483819;	196;	348;	510;	466
3;	39;	21705;	0.485553;	0.490578;	40318;	148;	510;	446
4;	38;	21667;	0.483625;	0.485623;	556;	318;	460;	450
4;	38;	21867;	0.483625;	0.488819;	134426;	67;	445;	445
4;	38;	21810;	0.483625;	0.487758;	6197;	232;	474;	466
3;	39;	21512;	0.485553;	0.487867;	24845;	173;	507;	507
4;	38;	21838;	0.483625;	0.486125;	180;	352;	456;	454
4;	38;	21826;	0.483625;	0.482086;	3;	451;	481;	453
5;	37;	21773;	0.481493;	0.479906;	0;	484;	484;	468
7;	35;	21288;	0.476545;	0.477217;	0;	500;	500;	472
5;	37;	21578;	0.481493;	0.481138;	29;	415;	469;	465
6;	36;	21706;	0.479139;	0.478762;	0;	560;	560;	478
5;	37;	21697;	0.481493;	0.484076;	321;	335;	449;	445
4;	38;	21629;	0.483625;	0.477183;	0;	553;	553;	481
5;	37;	21892;	0.481493;	0.480678;	7;	438;	474;	470
2;	40;	21584;	0.487291;	0.491244;	34147;	155;	463;	455
4;	38;	21833;	0.483625;	0.483259;	107;	364;	458;	448
4;	38;	21453;	0.483625;	0.483895;	3338;	256;	504;	492
3;	39;	21529;	0.485553;	0.486414;	397;	326;	470;	466
3;	39;	21578;	0.485553;	0.490778;	58180;	126;	476;	474
2;	40;	21761;	0.487291;	0.488259;	2454;	267;	489;	485
7;	35;	21661;	0.476545;	0.476802;	0;	531;	531;	475
2;	40;	21751;	0.487291;	0.483794;	4398;	247;	467;	463
3;	39;	21566;	0.485553;	0.486924;	47;	386;	576;	502
6;	36;	21566;	0.479139;	0.474590;	0;	578;	578;	516
4;	38;	21539;	0.483625;	0.480292;	13;	412;	450;	444
5;	37;	21548;	0.481493;	0.482968;	140;	355;	465;	443
6;	36;	22016;	0.479139;	0.483875;	723;	309;	491;	455
1;	41;	21856;	0.488854;	0.489065;	3302;	260;	476;	468
4;	38;	21964;	0.483625;	0.487980;	754;	309;	481;	475
3;	39;	21489;	0.485553;	0.485365;	35357;	153;	453;	447
2;	40;	21639;	0.487291;	0.487684;	1107;	294;	466;	456
7;	35;	21822;	0.476545;	0.475575;	21;	416;	520;	488
5;	37;	21729;	0.481493;	0.485940;	2137;	273;	461;	457
2;	40;	21616;	0.487291;	0.485751;	65;	378;	458;	454
3;	39;	21561;	0.485553;	0.487547;	953;	300;	518;	508
5;	37;	21535;	0.481493;	0.477270;	0;	490;	490;	486
4;	38;	21686;	0.483625;	0.485106;	98;	369;	473;	459
3;	39;	21616;	0.485553;	0.490100;	5566;	237;	535;	483
4;	38;	21270;	0.483625;	0.484720;	73;	372;	460;	442
7;	35;	21727;	0.476545;	0.479588;	0;	499;	499;	493
6;	36;	21696;	0.479139;	0.476678;	158;	354;	492;	474
6;	36;	22102;	0.479139;	0.483621;	436;	328;	482;	460
4;	38;	21673;	0.483625;	0.479168;	6;	437;	477;	471
3;	39;	21737;	0.485553;	0.485072;	59;	375;	503;	467
1;	41;	21629;	0.488854;	0.490499;	38837;	148;	470;	464
4;	38;	21570;	0.483625;	0.484423;	74;	367;	499;	491
2;	40;	21689;	0.487291;	0.485315;	448;	323;	481;	479
8;	34;	21728;	0.473693;	0.473813;	0;	577;	577;	471
2;	40;	21709;	0.487291;	0.487494;	87;	371;	571;	469
3;	39;	21717;	0.485553;	0.490998;	3579;	257;	527;	485
7;	35;	21632;	0.476545;	0.483266;	142;	359;	483;	455
5;	37;	21816;	0.481493;	0.478044;	0;	510;	510;	484
2;	40;	21642;	0.487291;	0.488310;	94;	373;	475;	453
5;	37;	21631;	0.481493;	0.480329;	2;	458;	482;	458
2;	40;	21704;	0.487291;	0.481340;	101;	368;	474;	470
5;	37;	21929;	0.481493;	0.476675;	0;	490;	490;	480
4;	38;	21519;	0.483625;	0.482736;	198;	348;	520;	480
2;	40;	21678;	0.487291;	0.487130;	119;	358;	470;	460
4;	38;	21865;	0.483625;	0.480037;	226;	343;	467;	453
2;	40;	21947;	0.487291;	0.487447;	876;	301;	495;	467
4;	38;	22008;	0.483625;	0.485778;	1;	471;	471;	471
5;	37;	21831;	0.481493;	0.490633;	15213;	194;	466;	462
5;	37;	21638;	0.481493;	0.480775;	4;	448;	494;	468
3;	39;	21884;	0.485553;	0.485652;	417;	327;	539;	465
6;	36;	21490;	0.479139;	0.479060;	0;	560;	560;	490
3;	39;	21767;	0.485553;	0.480176;	2;	461;	501;	479
2;	40;	21629;	0.487291;	0.489713;	2806;	265;	481;	475
1;	41;	21729;	0.488854;	0.487367;	2151;	271;	487;	487
1;	41;	21839;	0.488854;	0.485920;	30447;	163;	491;	471
2;	40;	21585;	0.487291;	0.488858;	36629;	151;	451;	449
5;	37;	21686;	0.481493;	0.480955;	64;	377;	485;	485
1;	41;	21493;	0.488854;	0.486810;	126;	363;	471;	449
1;	41;	21926;	0.488854;	0.485679;	6325;	235;	505;	471
3;	39;	21959;	0.485553;	0.482809;	38;	400;	482;	472
3;	39;	21617;	0.485553;	0.486469;	633;	314;	440;	438
2;	40;	21947;	0.487291;	0.484804;	4846;	245;	483;	473
3;	39;	21521;	0.485553;	0.484922;	322;	332;	552;	450
2;	40;	21847;	0.487291;	0.488946;	17142;	191;	493;	491
7;	35;	21946;	0.476545;	0.474301;	4;	459;	533;	505
2;	40;	21726;	0.487291;	0.490426;	2191;	275;	537;	479
0;	42;	21544;	0.490257;	0.491506;	524287;	-10589;	487;	455
4;	38;	21698;	0.483625;	0.477187;	0;	466;	466;	462
2;	40;	21704;	0.487291;	0.487145;	2141;	274;	476;	444
5;	37;	21706;	0.481493;	0.490417;	8925;	218;	472;	462
2;	40;	21447;	0.487291;	0.486968;	52655;	131;	477;	473
2;	40;	21637;	0.487291;	0.489070;	13955;	200;	478;	450
2;	40;	21710;	0.487291;	0.483095;	3;	449;	567;	477
4;	38;	21801;	0.483625;	0.484886;	613;	315;	489;	453
4;	38;	21539;	0.483625;	0.479456;	287;	332;	476;	456
6;	36;	21746;	0.479139;	0.476777;	0;	524;	524;	500
6;	36;	21808;	0.479139;	0.473725;	0;	582;	582;	472
5;	37;	21711;	0.481493;	0.479757;	2;	468;	478;	468
3;	39;	21665;	0.485553;	0.489776;	2816;	263;	463;	455
3;	39;	21655;	0.485553;	0.484322;	76;	369;	523;	499
4;	38;	21375;	0.483625;	0.477895;	0;	493;	493;	465
4;	38;	21729;	0.483625;	0.484468;	8;	425;	507;	499
3;	39;	21635;	0.485553;	0.485556;	42;	388;	488;	470
5;	37;	21746;	0.481493;	0.473053;	1;	511;	527;	511
3;	39;	21493;	0.485553;	0.482855;	9;	427;	495;	485
1;	41;	21595;	0.488854;	0.485946;	0;	471;	471;	467
2;	40;	21496;	0.487291;	0.490603;	7029;	228;	460;	456
3;	39;	21630;	0.485553;	0.489505;	4894;	242;	506;	462
4;	38;	21557;	0.483625;	0.482813;	942;	303;	489;	467
5;	37;	21700;	0.481493;	0.482581;	37;	398;	528;	526
5;	37;	21714;	0.481493;	0.480566;	871;	306;	480;	468
4;	38;	21732;	0.483625;	0.480812;	0;	455;	455;	451
5;	37;	21423;	0.481493;	0.483079;	1;	486;	512;	486
4;	38;	21598;	0.483625;	0.489351;	13562;	200;	466;	466
2;	40;	21625;	0.487291;	0.487538;	694;	310;	460;	452
4;	38;	21612;	0.483625;	0.484037;	43;	387;	459;	433
5;	37;	21505;	0.481493;	0.482957;	1603;	280;	444;	430
6;	36;	21968;	0.479139;	0.478878;	1;	482;	488;	482
3;	39;	21624;	0.485553;	0.484647;	823;	305;	485;	453
5;	37;	21917;	0.481493;	0.476799;	0;	540;	540;	450
3;	39;	21623;	0.485553;	0.482357;	40;	386;	438;	432
4;	38;	21762;	0.483625;	0.481619;	34;	391;	497;	467
4;	38;	21530;	0.483625;	0.488946;	53071;	130;	470;	444
5;	37;	21779;	0.481493;	0.477111;	0;	578;	578;	454
5;	37;	21624;	0.481493;	0.485942;	21;	405;	505;	491
3;	39;	21609;	0.485553;	0.486557;	32480;	157;	509;	489
7;	35;	21811;	0.476545;	0.475861;	0;	595;	595;	505
3;	39;	21455;	0.485553;	0.487346;	831;	302;	472;	462
2;	40;	21536;	0.487291;	0.482123;	4;	446;	494;	466
3;	39;	21605;	0.485553;	0.486415;	10116;	212;	492;	458
4;	38;	21477;	0.483625;	0.481259;	27;	396;	498;	486
3;	39;	21527;	0.485553;	0.485855;	2135;	272;	524;	474
4;	38;	21985;	0.483625;	0.481919;	11;	418;	460;	452
5;	37;	21767;	0.481493;	0.478247;	5;	453;	491;	487
2;	40;	21649;	0.487291;	0.488845;	18763;	186;	510;	498
4;	38;	21716;	0.483625;	0.486093;	5;	446;	506;	502
4;	38;	21954;	0.483625;	0.485925;	3843;	252;	462;	462
3;	39;	22287;	0.485553;	0.482748;	363;	337;	475;	473
3;	39;	21711;	0.485553;	0.484547;	2254;	272;	464;	450
7;	35;	21708;	0.476545;	0.473650;	0;	599;	599;	467
12;	30;	21546;	0.459287;	0.457579;	0;	875;	875;	533
9;	33;	21731;	0.470562;	0.471953;	0;	600;	600;	496
5;	37;	21762;	0.481493;	0.481298;	123;	356;	498;	484
3;	39;	21644;	0.485553;	0.492330;	188311;	37;	471;	465
1;	41;	21736;	0.488854;	0.492225;	2087;	273;	491;	463
5;	37;	21843;	0.481493;	0.475255;	0;	629;	629;	491
4;	38;	21688;	0.483625;	0.481096;	429;	328;	458;	454
4;	38;	21850;	0.483625;	0.478902;	0;	575;	575;	479
4;	38;	21574;	0.483625;	0.485445;	195;	345;	479;	465
2;	40;	21789;	0.487291;	0.482124;	140;	357;	483;	475
6;	36;	21736;	0.479139;	0.482379;	63;	372;	468;	450
1;	41;	21508;	0.488854;	0.492654;	32537;	157;	451;	451
4;	38;	21503;	0.483625;	0.483467;	2;	451;	483;	477
3;	39;	21679;	0.485553;	0.486277;	20087;	184;	506;	506
5;	37;	21637;	0.481493;	0.482784;	720;	309;	507;	497
5;	37;	21627;	0.481493;	0.483146;	53543;	131;	487;	471
7;	35;	21761;	0.476545;	0.486007;	226;	347;	525;	497
0;	42;	21590;	0.490257;	0.494210;	524287;	-10670;	472;	462
2;	40;	21862;	0.487291;	0.488016;	644;	312;	484;	472
5;	37;	21469;	0.481493;	0.486515;	15549;	195;	467;	463
1;	41;	21546;	0.488854;	0.485566;	282;	334;	458;	456
4;	38;	21623;	0.483625;	0.483929;	16;	419;	493;	481
3;	39;	21597;	0.485553;	0.492430;	1177;	295;	477;	469
4;	38;	21541;	0.483625;	0.481129;	11;	428;	478;	466
4;	38;	21630;	0.483625;	0.478641;	0;	580;	580;	510
6;	36;	21885;	0.479139;	0.482385;	113;	359;	515;	499
3;	39;	21751;	0.485553;	0.484483;	3275;	257;	493;	451
4;	38;	21578;	0.483625;	0.487256;	51;	385;	497;	463
4;	38;	21956;	0.483625;	0.486792;	5044;	242;	480;	470
0;	42;	21748;	0.490257;	0.494344;	524287;	-10751;	471;	459
2;	40;	21772;	0.487291;	0.489803;	2523;	268;	492;	466
2;	40;	21565;	0.487291;	0.481475;	16;	413;	475;	471
1;	41;	21654;	0.488854;	0.484391;	17;	409;	447;	445
2;	40;	21410;	0.487291;	0.486455;	16886;	190;	486;	468
1;	41;	22296;	0.488854;	0.486634;	5291;	244;	492;	456
